Adiac,0.629156010230179,0.6470588235294118,0.6368286445012787,0.6368286445012787,0.6419437340153452,0.6624040920716112,0.6163682864450127,0.6342710997442456,0.639386189258312,0.6572890025575447,0.6086956521739131,0.629156010230179,0.6445012787723785,0.6470588235294118,0.6547314578005116,0.6163682864450127,0.629156010230179,0.6419437340153452,0.5882352941176471,0.6163682864450127,0.6265984654731458,0.6138107416879796,0.6240409207161125,0.6342710997442456,0.5907928388746803,0.6265984654731458,0.6112531969309463,0.6035805626598465,0.649616368286445,0.6547314578005116,0.639386189258312,0.6240409207161125,0.629156010230179,0.6240409207161125,0.6624040920716112,0.6035805626598465,0.6035805626598465,0.6317135549872123,0.5959079283887468,0.6419437340153452,0.6265984654731458,0.629156010230179,0.6368286445012787,0.6163682864450127,0.659846547314578,0.6470588235294118,0.6035805626598465,0.6368286445012787,0.6240409207161125,0.639386189258312,0.6240409207161125,0.629156010230179,0.5959079283887468,0.5856777493606138,0.6521739130434783,0.6163682864450127,0.6214833759590793,0.639386189258312,0.6214833759590793,0.6675191815856778,0.6521739130434783,0.6342710997442456,0.6112531969309463,0.6214833759590793,0.6368286445012787,0.629156010230179,0.6368286445012787,0.618925831202046,0.6061381074168798,0.618925831202046,0.6138107416879796,0.649616368286445,0.6265984654731458,0.6061381074168798,0.6368286445012787,0.6445012787723785,0.6240409207161125,0.6317135549872123,0.6138107416879796,0.6726342710997443,0.6240409207161125,0.618925831202046,0.6112531969309463,0.6035805626598465,0.6265984654731458,0.6445012787723785,0.6445012787723785,0.618925831202046,0.6163682864450127,0.6112531969309463,0.6214833759590793,0.618925831202046,0.6419437340153452,0.6163682864450127,0.6240409207161125,0.6419437340153452,0.618925831202046,0.6342710997442456,0.618925831202046,0.6061381074168798,
ArrowHead,0.8457142857142858,0.84,0.7942857142857143,0.8628571428571429,0.8457142857142858,0.8742857142857143,0.8457142857142858,0.8514285714285714,0.84,0.88,0.8342857142857143,0.8685714285714285,0.8285714285714286,0.7542857142857143,0.8114285714285714,0.8514285714285714,0.8228571428571428,0.8742857142857143,0.8342857142857143,0.8342857142857143,0.8628571428571429,0.8571428571428571,0.8514285714285714,0.84,0.8742857142857143,0.8171428571428572,0.8571428571428571,0.8342857142857143,0.8571428571428571,0.8857142857142857,0.8628571428571429,0.8571428571428571,0.8742857142857143,0.8171428571428572,0.88,0.7885714285714286,0.7771428571428571,0.8342857142857143,0.7942857142857143,0.8228571428571428,0.8571428571428571,0.8285714285714286,0.8342857142857143,0.8457142857142858,0.88,0.8342857142857143,0.8057142857142857,0.7828571428571428,0.8457142857142858,0.88,0.8628571428571429,0.8685714285714285,0.8114285714285714,0.8514285714285714,0.8171428571428572,0.8628571428571429,0.8628571428571429,0.8742857142857143,0.8742857142857143,0.8628571428571429,0.8685714285714285,0.8171428571428572,0.8571428571428571,0.8685714285714285,0.8514285714285714,0.7657142857142857,0.84,0.8628571428571429,0.8342857142857143,0.8457142857142858,0.8742857142857143,0.8742857142857143,0.84,0.84,0.8857142857142857,0.8457142857142858,0.7828571428571428,0.8,0.8457142857142858,0.8685714285714285,0.8571428571428571,0.88,0.8285714285714286,0.8057142857142857,0.8628571428571429,0.8514285714285714,0.8685714285714285,0.8171428571428572,0.8628571428571429,0.8171428571428572,0.76,0.8171428571428572,0.88,0.8114285714285714,0.8114285714285714,0.8228571428571428,0.7828571428571428,0.8571428571428571,0.8171428571428572,0.8742857142857143,
Beef,0.4,0.5666666666666667,0.6,0.6,0.6,0.5,0.6,0.6,0.5666666666666667,0.6,0.6,0.5,0.6333333333333333,0.3,0.5,0.4666666666666667,0.43333333333333335,0.5666666666666667,0.43333333333333335,0.6,0.5333333333333333,0.6,0.4,0.5,0.4666666666666667,0.3333333333333333,0.5,0.5,0.7,0.5,0.6666666666666666,0.43333333333333335,0.6333333333333333,0.4666666666666667,0.5,0.6,0.5666666666666667,0.36666666666666664,0.6666666666666666,0.5666666666666667,0.5,0.5333333333333333,0.6333333333333333,0.4666666666666667,0.5666666666666667,0.5333333333333333,0.43333333333333335,0.6333333333333333,0.7,0.6333333333333333,0.43333333333333335,0.5333333333333333,0.3,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.43333333333333335,0.6333333333333333,0.43333333333333335,0.43333333333333335,0.4666666666666667,0.5333333333333333,0.5666666666666667,0.5666666666666667,0.6,0.5666666666666667,0.43333333333333335,0.5,0.4666666666666667,0.4,0.5,0.5,0.6333333333333333,0.5666666666666667,0.5,0.6333333333333333,0.5,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.7,0.5333333333333333,0.5333333333333333,0.4666666666666667,0.36666666666666664,0.5,0.5666666666666667,0.5,0.6333333333333333,0.6,0.6,0.6333333333333333,0.6333333333333333,0.4666666666666667,0.4,0.6,0.43333333333333335,0.43333333333333335,0.6,0.6,
BeetleFly,0.75,0.85,0.65,0.75,0.8,0.8,0.75,0.8,0.75,0.85,0.8,0.85,0.65,0.8,0.7,0.75,0.9,0.8,0.9,0.75,0.85,0.8,0.85,0.75,0.7,0.8,0.9,0.8,0.7,0.85,0.8,0.7,0.9,0.75,0.75,0.9,0.7,0.95,0.75,0.8,0.7,0.75,0.9,0.8,0.8,0.85,0.85,0.8,0.75,0.75,0.8,0.75,0.75,0.85,0.65,0.7,0.8,0.8,0.9,0.75,0.85,0.95,0.75,0.75,0.8,0.75,0.9,0.8,0.9,0.7,0.9,0.65,0.7,0.7,0.85,0.75,0.75,0.8,0.8,0.75,0.8,0.8,0.8,0.75,0.85,0.65,0.8,0.75,0.75,0.75,0.75,0.9,0.85,0.7,0.7,0.85,0.9,0.75,0.75,0.9,
BirdChicken,0.85,0.75,0.75,0.8,0.75,0.85,0.7,0.6,0.8,0.75,0.75,0.8,0.95,0.8,0.85,0.9,0.75,0.7,0.85,0.75,0.8,0.95,0.7,0.75,0.7,0.8,0.75,0.7,0.65,0.75,0.85,0.8,0.8,0.75,0.9,0.85,0.7,0.8,0.8,0.85,0.7,1.0,0.8,0.75,0.7,0.85,0.75,0.75,0.85,0.55,0.7,0.85,0.9,0.85,0.8,0.85,0.8,0.6,0.8,0.75,0.85,0.55,0.9,0.75,0.85,0.85,0.8,0.85,0.85,0.75,0.8,0.7,0.8,0.8,0.95,0.65,0.8,0.85,0.95,0.95,0.8,0.75,0.8,0.7,0.85,0.95,0.7,0.75,0.85,0.9,0.9,0.8,0.65,0.85,0.9,0.75,0.85,0.85,0.85,0.7,
Car,0.7833333333333333,0.8,0.75,0.7333333333333333,0.7,0.7666666666666667,0.6666666666666666,0.7833333333333333,0.7666666666666667,0.6166666666666667,0.7166666666666667,0.75,0.6833333333333333,0.75,0.6166666666666667,0.7166666666666667,0.7166666666666667,0.7833333333333333,0.6333333333333333,0.75,0.75,0.7166666666666667,0.65,0.6333333333333333,0.8,0.65,0.7833333333333333,0.8,0.7166666666666667,0.7333333333333333,0.75,0.6666666666666666,0.75,0.7333333333333333,0.7166666666666667,0.8,0.7666666666666667,0.6833333333333333,0.85,0.7666666666666667,0.8,0.6666666666666666,0.7666666666666667,0.7333333333333333,0.6666666666666666,0.7166666666666667,0.6833333333333333,0.7833333333333333,0.7833333333333333,0.7666666666666667,0.6833333333333333,0.7166666666666667,0.7333333333333333,0.7,0.6833333333333333,0.7333333333333333,0.7666666666666667,0.7666666666666667,0.7833333333333333,0.75,0.6833333333333333,0.6666666666666666,0.75,0.7333333333333333,0.75,0.6833333333333333,0.7666666666666667,0.7333333333333333,0.7,0.7833333333333333,0.65,0.6833333333333333,0.7,0.65,0.7,0.75,0.7333333333333333,0.8,0.6833333333333333,0.7833333333333333,0.65,0.6333333333333333,0.8166666666666667,0.65,0.7,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.7333333333333333,0.6833333333333333,0.7166666666666667,0.6833333333333333,0.7333333333333333,0.75,0.8166666666666667,0.75,0.6333333333333333,0.8333333333333334,0.6666666666666666,0.7333333333333333,
CBF,0.97,0.9677777777777777,0.9277777777777778,0.9522222222222222,0.9588888888888889,0.9677777777777777,0.9911111111111112,0.9744444444444444,0.9888888888888889,0.9933333333333333,0.9777777777777777,0.9577777777777777,0.9777777777777777,0.9888888888888889,0.9811111111111112,0.9788888888888889,0.9511111111111111,0.97,0.9722222222222222,0.9111111111111111,0.9744444444444444,0.9988888888888889,0.9711111111111111,0.9744444444444444,0.9744444444444444,0.9711111111111111,0.9722222222222222,0.9855555555555555,0.93,0.9666666666666667,0.99,0.9333333333333333,0.9711111111111111,0.9788888888888889,0.98,0.9388888888888889,0.93,0.9877777777777778,0.9833333333333333,0.9522222222222222,0.9411111111111111,0.95,0.9877777777777778,0.9877777777777778,0.97,0.9355555555555556,0.9911111111111112,0.9777777777777777,0.9266666666666666,0.9655555555555555,0.9533333333333334,0.9711111111111111,0.97,0.9844444444444445,0.9744444444444444,0.9477777777777778,0.93,0.9733333333333334,0.9766666666666667,0.98,0.9822222222222222,0.9688888888888889,0.9788888888888889,0.97,0.9511111111111111,0.9833333333333333,0.9822222222222222,0.9433333333333334,0.97,0.9877777777777778,0.9655555555555555,0.9244444444444444,0.9844444444444445,0.9922222222222222,0.8566666666666667,0.9766666666666667,0.9733333333333334,0.9855555555555555,0.9577777777777777,0.9655555555555555,0.9622222222222222,0.9811111111111112,0.96,0.9644444444444444,0.9588888888888889,0.9755555555555555,0.9711111111111111,0.9522222222222222,0.9633333333333334,0.9655555555555555,0.9555555555555556,0.9588888888888889,0.9377777777777778,0.9844444444444445,0.9833333333333333,0.9666666666666667,0.9666666666666667,0.9755555555555555,0.9566666666666667,0.9888888888888889,
ChlorineConcentration,0.64453125,0.6677083333333333,0.6515625,0.65390625,0.6713541666666667,0.65390625,0.66015625,0.6614583333333334,0.6515625,0.6440104166666667,0.6518229166666667,0.6333333333333333,0.6372395833333333,0.646875,0.6419270833333334,0.6580729166666667,0.64765625,0.65078125,0.6416666666666667,0.6385416666666667,0.6473958333333333,0.61796875,0.65703125,0.6609375,0.6598958333333333,0.6536458333333334,0.63671875,0.63046875,0.6502604166666667,0.6315104166666666,0.65859375,0.6611979166666667,0.6552083333333333,0.6513020833333333,0.6661458333333333,0.6489583333333333,0.6604166666666667,0.6393229166666666,0.6635416666666667,0.6559895833333333,0.6596354166666667,0.6497395833333334,0.6518229166666667,0.6330729166666667,0.6432291666666666,0.6390625,0.6596354166666667,0.6328125,0.6455729166666667,0.6479166666666667,0.63828125,0.640625,0.6588541666666666,0.6546875,0.665625,0.646875,0.6408854166666667,0.6479166666666667,0.6583333333333333,0.646875,0.64296875,0.6466145833333333,0.65625,0.6486979166666667,0.6578125,0.6526041666666667,0.65625,0.6552083333333333,0.6440104166666667,0.6479166666666667,0.63984375,0.6684895833333333,0.6604166666666667,0.659375,0.6559895833333333,0.6578125,0.6513020833333333,0.6380208333333334,0.6536458333333334,0.6513020833333333,0.6520833333333333,0.6557291666666667,0.65390625,0.6625,0.6453125,0.65234375,0.6408854166666667,0.64375,0.6380208333333334,0.6557291666666667,0.65234375,0.6486979166666667,0.6434895833333333,0.64765625,0.6421875,0.6416666666666667,0.6611979166666667,0.6419270833333334,0.6408854166666667,0.6578125,
CinCECGtorso,0.9478260869565217,0.8927536231884058,0.9384057971014492,0.9492753623188406,0.9731884057971014,0.8797101449275362,0.9311594202898551,0.9391304347826087,0.9391304347826087,0.9304347826086956,0.9333333333333333,0.9,0.9391304347826087,0.9630434782608696,0.9007246376811594,0.922463768115942,0.9405797101449276,0.9557971014492753,0.9297101449275362,0.9173913043478261,0.9289855072463769,0.927536231884058,0.8608695652173913,0.8971014492753623,0.9333333333333333,0.9326086956521739,0.9442028985507246,0.9434782608695652,0.9333333333333333,0.8956521739130435,0.9521739130434783,0.9101449275362319,0.8797101449275362,0.8963768115942029,0.8644927536231884,0.9072463768115943,0.9260869565217391,0.9166666666666666,0.9579710144927536,0.9340579710144927,0.8847826086956522,0.8347826086956521,0.9115942028985508,0.9384057971014492,0.9217391304347826,0.9391304347826087,0.8840579710144928,0.9311594202898551,0.9514492753623188,0.9652173913043478,0.9507246376811594,0.8521739130434782,0.9094202898550725,0.9391304347826087,0.9050724637681159,0.9188405797101449,0.9420289855072463,0.9115942028985508,0.9297101449275362,0.908695652173913,0.9376811594202898,0.941304347826087,0.9369565217391305,0.9340579710144927,0.9289855072463769,0.9152173913043479,0.9166666666666666,0.9311594202898551,0.9572463768115942,0.9550724637681159,0.9311594202898551,0.9130434782608695,0.9297101449275362,0.9340579710144927,0.9036231884057971,0.9101449275362319,0.8456521739130435,0.9043478260869565,0.9072463768115943,0.8891304347826087,0.9057971014492754,0.9347826086956522,0.9188405797101449,0.95,0.9318840579710145,0.9181159420289855,0.9202898550724637,0.922463768115942,0.9318840579710145,0.908695652173913,0.9239130434782609,0.9384057971014492,0.8739130434782608,0.9268115942028986,0.8724637681159421,0.9282608695652174,0.9282608695652174,0.95,0.8826086956521739,0.9355072463768116,
Coffee,1.0,0.9642857142857143,0.9642857142857143,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,0.9642857142857143,1.0,1.0,1.0,0.9642857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9642857142857143,0.9642857142857143,1.0,0.9285714285714286,1.0,0.9642857142857143,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9642857142857143,1.0,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.9642857142857143,1.0,1.0,0.9642857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9642857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9642857142857143,1.0,0.9285714285714286,1.0,1.0,0.9642857142857143,1.0,1.0,1.0,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9642857142857143,1.0,
