folds:,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
FordA,0.9295454545454546,0.9234848484848485,0.931060606060606,0.9295454545454546,0.9333333333333333,0.9401515151515152,0.9257575757575758,0.9333333333333333,0.928030303030303,0.9515151515151515,0.9348484848484848,0.9363636363636364,0.9454545454545454,0.928030303030303,0.9378787878787879,0.9401515151515152,0.921969696969697,0.9371212121212121,0.9378787878787879,0.943939393939394,0.9287878787878788,0.9424242424242424,0.931060606060606,0.9393939393939394,0.9325757575757576,0.9257575757575758,0.9234848484848485,0.9371212121212121,0.9371212121212121,0.9356060606060606
FordB,0.8135802469135802,0.9012345679012346,0.9320987654320988,0.9222222222222223,0.9185185185185185,0.9209876543209876,0.9197530864197531,0.9419753086419753,0.9111111111111111,0.9320987654320988,0.9185185185185185,0.9320987654320988,0.9234567901234568,0.9135802469135802,0.9209876543209876,0.9246913580246914,0.9246913580246914,0.908641975308642,0.9296296296296296,0.9222222222222223,0.9197530864197531,0.9296296296296296,0.9098765432098765,0.9234567901234568,0.9222222222222223,0.9308641975308642,0.9246913580246914,0.9148148148148149,0.9358024691358025,0.9148148148148149
FreezerRegularTrain,0.9992982456140351,0.9985964912280701,0.9992982456140351,0.9985964912280701,0.9982456140350877,0.9992982456140351,0.9992982456140351,0.9989473684210526,1.0,0.9992982456140351,0.9992982456140351,0.9989473684210526,0.9989473684210526,0.9992982456140351,0.9992982456140351,0.9992982456140351,0.9992982456140351,1.0,0.9996491228070176,0.9989473684210526,0.9992982456140351,1.0,0.9992982456140351,0.9985964912280701,0.9992982456140351,1.0,0.9992982456140351,1.0,1.0,0.9978947368421053
FreezerSmallTrain,0.9978947368421053,0.996140350877193,0.9901754385964913,0.9968421052631579,0.9856140350877193,1.0,0.9954385964912281,0.9989473684210526,0.9943859649122807,0.9950877192982456,0.9982456140350877,0.9954385964912281,0.992280701754386,0.9940350877192983,0.9936842105263158,0.9982456140350877,0.9782456140350877,0.9971929824561403,0.9996491228070176,0.8326315789473684,0.996140350877193,0.9996491228070176,0.9947368421052631,0.9989473684210526,0.9940350877192983,0.9971929824561403,0.9940350877192983,0.9740350877192983,0.9957894736842106,0.9971929824561403
GunPoint,0.9933333333333333,0.9866666666666667,1.0,0.9933333333333333,0.9933333333333333,0.9733333333333334,0.9866666666666667,0.9933333333333333,0.9666666666666667,0.9933333333333333,0.9666666666666667,0.9933333333333333,0.9933333333333333,0.98,0.9933333333333333,0.96,0.9933333333333333,1.0,0.9866666666666667,1.0,0.98,0.9733333333333334,0.9866666666666667,0.9933333333333333,0.9933333333333333,1.0,0.9866666666666667,0.9933333333333333,0.9933333333333333,0.9133333333333333
GunPointAgeSpan,0.9810126582278481,0.9462025316455697,0.9715189873417721,0.9873417721518988,0.9873417721518988,0.9556962025316456,0.9082278481012658,0.9715189873417721,0.9778481012658228,0.9430379746835443,0.9367088607594937,0.9588607594936709,0.9810126582278481,0.9683544303797469,0.930379746835443,0.939873417721519,0.939873417721519,0.990506329113924,0.9936708860759493,0.9873417721518988,0.9746835443037974,0.9778481012658228,0.9715189873417721,0.9746835443037974,0.9715189873417721,0.9873417721518988,0.9715189873417721,0.9746835443037974,0.9841772151898734,0.9810126582278481
GunPointMaleVersusFemale,0.9746835443037974,0.9968354430379747,0.9683544303797469,0.9968354430379747,0.9778481012658228,0.9651898734177216,0.990506329113924,1.0,0.9651898734177216,0.9936708860759493,0.9936708860759493,0.9810126582278481,0.990506329113924,0.9873417721518988,0.9936708860759493,0.9873417721518988,0.9968354430379747,0.9968354430379747,0.9968354430379747,0.9936708860759493,0.9620253164556962,0.9968354430379747,0.9841772151898734,0.990506329113924,0.9683544303797469,0.9968354430379747,0.9936708860759493,1.0,0.990506329113924,0.9968354430379747
GunPointOldVersusYoung,0.9682539682539683,0.9936507936507937,0.9777777777777777,0.9873015873015873,0.9714285714285714,0.9777777777777777,0.9746031746031746,0.9904761904761905,0.9873015873015873,0.9650793650793651,0.9746031746031746,0.9714285714285714,0.9714285714285714,0.9841269841269841,0.9841269841269841,0.9809523809523809,0.9650793650793651,0.9714285714285714,0.9682539682539683,0.9873015873015873,0.9809523809523809,0.9904761904761905,0.9873015873015873,0.9650793650793651,0.9841269841269841,0.9523809523809523,0.9873015873015873,0.9841269841269841,0.9904761904761905,0.9809523809523809
Ham,0.7523809523809524,0.780952380952381,0.8285714285714286,0.7714285714285715,0.7619047619047619,0.8857142857142857,0.8380952380952381,0.8095238095238095,0.8571428571428571,0.8476190476190476,0.7523809523809524,0.7904761904761904,0.8,0.8666666666666667,0.8095238095238095,0.8095238095238095,0.8,0.8380952380952381,0.8285714285714286,0.8285714285714286,0.8285714285714286,0.7904761904761904,0.8285714285714286,0.7619047619047619,0.7619047619047619,0.8857142857142857,0.8476190476190476,0.8095238095238095,0.7904761904761904,0.780952380952381
HandOutlines,0.9216216216216216,0.9297297297297298,0.9162162162162162,0.9351351351351351,0.918918918918919,0.9324324324324325,0.918918918918919,0.9405405405405406,0.927027027027027,0.918918918918919,0.9162162162162162,0.9216216216216216,0.9297297297297298,0.9243243243243243,0.9135135135135135,0.9108108108108108,0.9405405405405406,0.9054054054054054,0.9027027027027027,0.9135135135135135,0.9297297297297298,0.9351351351351351,0.9108108108108108,0.9162162162162162,0.9135135135135135,0.9243243243243243,0.9297297297297298,0.9,0.9216216216216216,0.9216216216216216
Haptics,0.538961038961039,0.525974025974026,0.5357142857142857,0.5,0.551948051948052,0.5681818181818182,0.4902597402597403,0.512987012987013,0.5714285714285714,0.512987012987013,0.5714285714285714,0.5746753246753247,0.5454545454545454,0.5162337662337663,0.5162337662337663,0.5097402597402597,0.5097402597402597,0.5227272727272727,0.5227272727272727,0.5876623376623377,0.5454545454545454,0.4902597402597403,0.4902597402597403,0.5422077922077922,0.5064935064935064,0.5584415584415584,0.551948051948052,0.5324675324675324,0.5487012987012987,0.5357142857142857
Herring,0.671875,0.671875,0.625,0.609375,0.71875,0.671875,0.640625,0.625,0.640625,0.65625,0.640625,0.59375,0.609375,0.65625,0.578125,0.65625,0.703125,0.59375,0.609375,0.65625,0.640625,0.671875,0.609375,0.625,0.671875,0.703125,0.671875,0.6875,0.609375,0.609375
HouseTwenty,0.9831932773109243,0.9747899159663865,0.9747899159663865,0.9915966386554622,0.9747899159663865,0.9831932773109243,0.9747899159663865,0.9831932773109243,0.9747899159663865,0.9663865546218487,0.9495798319327731,0.9915966386554622,0.9663865546218487,0.9831932773109243,0.9915966386554622,0.9663865546218487,0.9747899159663865,0.9915966386554622,0.9663865546218487,0.9495798319327731,0.9747899159663865,0.9915966386554622,0.9747899159663865,0.9747899159663865,1.0,0.9663865546218487,0.9747899159663865,0.9411764705882353,0.9831932773109243,0.9831932773109243
InlineSkate,0.43636363636363634,0.4527272727272727,0.44,0.49636363636363634,0.46,0.4381818181818182,0.48,0.43636363636363634,0.45636363636363636,0.4509090909090909,0.49272727272727274,0.44727272727272727,0.42727272727272725,0.4636363636363636,0.4,0.42727272727272725,0.4581818181818182,0.44,0.4709090909090909,0.43272727272727274,0.4509090909090909,0.4618181818181818,0.4818181818181818,0.4709090909090909,0.4254545454545455,0.4890909090909091,0.4618181818181818,0.4636363636363636,0.4727272727272727,0.49272727272727274
InsectEPGRegularTrain,0.9959839357429718,0.963855421686747,0.9839357429718876,0.9678714859437751,1.0,0.9879518072289156,0.9919678714859438,1.0,1.0,0.9959839357429718,0.9879518072289156,0.9598393574297188,0.9959839357429718,0.9959839357429718,0.9799196787148594,1.0,0.9959839357429718,0.9959839357429718,0.9959839357429718,0.9959839357429718,0.9759036144578314,0.9558232931726908,0.9799196787148594,0.9919678714859438,0.9919678714859438,0.9879518072289156,0.9799196787148594,0.9839357429718876,0.9799196787148594,0.9759036144578314
InsectEPGSmallTrain,0.9799196787148594,0.9678714859437751,0.8955823293172691,0.9036144578313253,0.9518072289156626,0.9759036144578314,0.9317269076305221,0.9437751004016064,0.9196787148594378,0.9317269076305221,0.9317269076305221,0.9718875502008032,0.8835341365461847,0.9518072289156626,0.9437751004016064,0.9397590361445783,0.9518072289156626,0.9397590361445783,0.9759036144578314,0.963855421686747,0.9879518072289156,0.9839357429718876,0.9759036144578314,0.9317269076305221,0.963855421686747,0.8835341365461847,0.9518072289156626,0.9397590361445783,0.9477911646586346,0.9477911646586346
InsectWingbeatSound,0.6398989898989899,0.6393939393939394,0.6404040404040404,0.6585858585858586,0.6368686868686869,0.6343434343434343,0.6353535353535353,0.6242424242424243,0.6272727272727273,0.6166666666666667,0.6378787878787879,0.6373737373737374,0.6373737373737374,0.6363636363636364,0.645959595959596,0.6196969696969697,0.604040404040404,0.6176767676767677,0.6272727272727273,0.6075757575757575,0.6116161616161616,0.6131313131313131,0.5959595959595959,0.6666666666666666,0.646969696969697,0.6181818181818182,0.6308080808080808,0.6363636363636364,0.6297979797979798,0.6348484848484849
ItalyPowerDemand,0.9494655004859086,0.9222546161321672,0.9387755102040817,0.9630709426627794,0.9591836734693877,0.9611273080660836,0.9504373177842566,0.9630709426627794,0.9407191448007775,0.9455782312925171,0.9640427599611273,0.9572400388726919,0.956268221574344,0.9650145772594753,0.9484936831875608,0.9543245869776482,0.9368318756073858,0.967930029154519,0.9582118561710399,0.9475218658892128,0.9611273080660836,0.9533527696793003,0.9552964042759962,0.9494655004859086,0.9640427599611273,0.9620991253644315,0.9154518950437318,0.9650145772594753,0.9358600583090378,0.9611273080660836
LargeKitchenAppliances,0.824,0.9173333333333333,0.9493333333333334,0.9066666666666666,0.92,0.9013333333333333,0.9146666666666666,0.928,0.9333333333333333,0.9333333333333333,0.936,0.936,0.96,0.9173333333333333,0.9546666666666667,0.9333333333333333,0.936,0.9413333333333334,0.9413333333333334,0.9013333333333333,0.9466666666666667,0.9386666666666666,0.9413333333333334,0.9253333333333333,0.9306666666666666,0.9253333333333333,0.9146666666666666,0.9333333333333333,0.904,0.9413333333333334
Lightning2,0.6885245901639344,0.6721311475409836,0.7049180327868853,0.639344262295082,0.639344262295082,0.639344262295082,0.639344262295082,0.6557377049180327,0.639344262295082,0.5901639344262295,0.6721311475409836,0.6721311475409836,0.6885245901639344,0.639344262295082,0.639344262295082,0.6065573770491803,0.5573770491803278,0.6721311475409836,0.6721311475409836,0.6065573770491803,0.7540983606557377,0.6721311475409836,0.639344262295082,0.5409836065573771,0.6557377049180327,0.6885245901639344,0.6229508196721312,0.7049180327868853,0.6721311475409836,0.6885245901639344
